Total Time(s),Time_o1(s),Time_o2(s),var1,var2,var3,o1,o2
201.25300002098083,201.2519998550415,0.0,15.0,229.0,8.0,23.3,-41.0
161.19900012016296,161.19799995422363,0.0,6.0,216.0,51.0,13.3,-34.3
141.45700001716614,141.45600008964539,0.0,13.0,100.0,60.0,45.0,-78.0
161.16899991035461,161.16899991035461,0.0,7.0,215.0,37.0,11.3,-31.7
181.26199984550476,181.260999917984,0.0,13.0,288.0,0.0,31.3,-51.0
141.239000082016,141.23800015449524,0.0,9.0,88.0,52.0,38.3,-76.7
141.17000007629395,141.1690001487732,0.0,7.0,42.0,75.0,27.7,-65.0
181.1560001373291,181.1560001373291,0.0,7.0,235.0,12.0,9.3,-42.0
161.16200017929077,161.16100001335144,0.0,7.0,235.0,24.0,12.3,-46.3
161.51600003242493,161.51600003242493,0.0,13.0,88.0,59.0,44.0,-81.3
181.19700002670288,181.19700002670288,0.0,7.0,224.0,0.0,6.0,-28.0
161.2149999141693,161.2149999141693,0.0,7.0,235.0,43.0,15.0,-52.3
141.17000007629395,141.16899991035461,0.0,8.0,84.0,43.0,34.7,-75.0
181.19000005722046,181.19000005722046,0.0,7.0,43.0,5.0,17.0,-46.7
222.0640001296997,222.06299996376038,0.0,20.0,139.0,71.0,44.3,-55.3
161.14199995994568,161.14100003242493,0.0,6.0,20.0,45.0,19.7,-45.7
161.21199989318848,161.20700001716614,0.0,11.0,164.0,40.0,23.0,-30.0
221.2699999809265,221.26799988746643,0.0,14.0,28.0,4.0,20.3,-41.7
161.20699977874756,161.20699977874756,0.0,7.0,223.0,63.0,15.0,-46.7
141.18899989128113,141.18799996376038,0.0,9.0,87.0,68.0,39.3,-79.7
161.53799986839294,161.53799986839294,0.0,14.0,59.0,56.0,36.7,-76.7
161.17400002479553,161.17300009727478,0.0,7.0,212.0,68.0,14.3,-38.0
141.15199995040894,141.15100002288818,0.0,7.0,84.0,27.0,34.0,-68.0
161.20300006866455,161.20300006866455,0.0,7.0,235.0,57.0,16.3,-56.7
161.16299986839294,161.16100001335144,0.0,7.0,223.0,28.0,11.3,-35.7
148.59999990463257,148.59500002861023,0.0,7.0,45.0,72.0,29.0,-64.3
221.8600001335144,221.8600001335144,0.0,20.0,28.0,37.0,36.7,-63.3
161.18899989128113,161.18799996376038,0.0,6.0,247.0,0.0,15.0,-45.3
141.21799993515015,141.2170000076294,0.0,7.0,231.0,51.0,15.0,-51.0
161.21600008010864,161.2149999141693,0.0,7.0,152.0,42.0,15.3,-26.3
181.2039999961853,181.19799995422363,0.0,8.0,235.0,0.0,13.3,-40.0
141.1710000038147,141.17000007629395,0.0,6.0,235.0,42.0,15.7,-49.7
161.17499995231628,161.17199993133545,0.0,7.0,235.0,3.0,8.0,-38.3
161.53400015830994,161.53200006484985,0.0,14.0,89.0,52.0,43.7,-80.3
181.50100016593933,181.50100016593933,0.0,13.0,39.0,58.0,35.7,-68.7
141.21399998664856,141.21399998664856,0.0,7.0,42.0,76.0,27.7,-63.7
161.21900010108948,161.21900010108948,0.0,7.0,235.0,75.0,17.7,-59.0
161.20299983024597,161.20299983024597,0.0,7.0,59.0,44.0,31.3,-67.3
141.2150001525879,141.21399998664856,0.0,11.0,87.0,52.0,44.7,-78.0
161.14699983596802,161.14599990844727,0.0,6.0,148.0,48.0,21.3,-33.3
161.17400002479553,161.17400002479553,0.0,8.0,43.0,44.0,28.3,-60.7
181.16899991035461,181.16899991035461,0.0,8.0,20.0,40.0,24.7,-48.7
161.15199995040894,161.15100002288818,0.0,7.0,168.0,68.0,15.7,-25.3
181.1930000782013,181.1930000782013,0.0,6.0,219.0,10.0,5.3,-25.0
181.17199993133545,181.17199993133545,0.0,7.0,151.0,3.0,8.3,-17.0
181.19900012016296,181.19900012016296,0.0,10.0,235.0,36.0,28.3,-55.0
141.42600011825562,141.42500019073486,0.0,12.0,84.0,73.0,46.0,-82.7
181.21299982070923,181.21199989318848,0.0,7.0,232.0,9.0,8.0,-39.0
161.15300011634827,161.15200018882751,0.0,6.0,36.0,24.0,19.3,-47.0
161.16799998283386,161.16799998283386,0.0,8.0,235.0,49.0,22.3,-56.3
161.16899991035461,161.16899991035461,0.0,8.0,43.0,44.0,28.3,-60.7
221.24000000953674,221.2389998435974,0.0,13.0,212.0,11.0,18.7,-29.3
181.16599988937378,181.16599988937378,0.0,7.0,216.0,4.0,5.3,-22.0
181.17199993133545,181.17199993133545,0.0,7.0,148.0,36.0,16.0,-31.3
161.15700006484985,161.15599989891052,0.0,7.0,212.0,57.0,13.7,-34.3
181.14199995994568,181.14199995994568,0.0,6.0,167.0,7.0,5.3,-10.7
181.16899991035461,181.16799998283386,0.0,7.0,20.0,28.0,20.7,-44.0
161.22599983215332,161.22499990463257,0.0,12.0,59.0,44.0,38.7,-72.0
141.14400005340576,141.14400005340576,0.0,6.0,88.0,59.0,40.3,-73.0
181.17000007629395,181.17000007629395,0.0,7.0,228.0,27.0,12.0,-39.3
181.24300003051758,181.24300003051758,0.0,12.0,235.0,32.0,27.0,-57.0
221.22000002861023,221.22000002861023,0.0,12.0,167.0,0.0,13.3,-14.7
141.16599988937378,141.16599988937378,0.0,6.0,231.0,59.0,17.7,-49.3
181.2170000076294,181.2170000076294,0.0,13.0,171.0,42.0,25.0,-32.3
141.27900004386902,141.27900004386902,0.0,12.0,96.0,48.0,44.3,-76.7
161.14200019836426,161.14200019836426,0.0,6.0,216.0,3.0,4.7,-23.0
141.15199995040894,141.15199995040894,0.0,7.0,59.0,55.0,32.7,-69.3
161.19999980926514,161.19999980926514,0.0,7.0,228.0,37.0,13.0,-43.0
161.18099999427795,161.18099999427795,0.0,7.0,239.0,63.0,19.3,-59.0
161.21799993515015,161.21799993515015,0.0,7.0,219.0,43.0,12.3,-38.0
181.15499997138977,181.15499997138977,0.0,7.0,3.0,3.0,12.0,-32.7
201.93099999427795,201.93099999427795,0.0,20.0,235.0,59.0,39.3,-66.7
161.15499997138977,161.15499997138977,0.0,7.0,20.0,54.0,23.7,-49.0
181.1710000038147,181.17000007629395,0.0,7.0,212.0,28.0,10.3,-24.7
141.15200018882751,141.15200018882751,0.0,6.0,21.0,59.0,22.7,-49.0
