Total Time(s),Time_o1(s),Time_o2(s),var1,var2,var3,o1,o2
161.2020001411438,161.20099997520447,0.0,11.0,33.0,44.0,34.7,-59.7
141.16400003433228,141.15900015830994,0.0,7.0,235.0,37.0,14.7,-50.3
141.22500014305115,141.2220001220703,0.0,8.0,308.0,25.0,29.3,-51.0
161.24300003051758,161.24100017547607,0.0,14.0,164.0,18.0,17.7,-24.3
161.2130000591278,161.21200013160706,0.0,11.0,58.0,4.0,32.7,-56.0
141.20900011062622,141.20900011062622,0.0,12.0,99.0,35.0,43.0,-72.3
181.20900011062622,181.20800018310547,0.0,11.0,215.0,19.0,17.7,-34.3
141.19900012016296,141.19799995422363,0.0,7.0,260.0,11.0,25.0,-56.3
181.22899985313416,181.22899985313416,0.0,9.0,168.0,40.0,18.7,-23.7
161.21399998664856,161.2130000591278,0.0,9.0,232.0,12.0,14.7,-41.7
161.21999979019165,161.21999979019165,0.0,8.0,17.0,21.0,22.0,-41.0
161.36999988555908,161.36800003051758,0.0,16.0,89.0,35.0,44.3,-77.0
141.21600008010864,141.21600008010864,0.0,10.0,91.0,13.0,36.3,-65.0
161.2440001964569,161.23400020599365,0.0,11.0,168.0,44.0,24.0,-30.0
161.23099994659424,161.2279999256134,0.0,7.0,40.0,11.0,17.7,-46.7
161.18600010871887,161.18600010871887,0.0,10.0,299.0,30.0,37.3,-58.7
201.85099983215332,201.84800004959106,0.0,20.0,228.0,59.0,37.3,-62.7
161.24300003051758,161.24000000953674,0.0,13.0,93.0,23.0,40.3,-69.3
181.21000003814697,181.21000003814697,0.0,11.0,218.0,6.0,14.3,-29.7
161.16299986839294,161.16299986839294,0.0,6.0,23.0,37.0,17.7,-46.3
161.15300011634827,161.15300011634827,0.0,7.0,156.0,50.0,13.0,-24.3
181.9150002002716,181.91300010681152,0.0,20.0,237.0,77.0,39.3,-67.3
161.42700004577637,161.42300009727478,0.0,13.0,165.0,56.0,27.0,-39.3
181.4359998703003,181.4359998703003,0.0,13.0,217.0,60.0,26.0,-53.7
161.22699999809265,161.22699999809265,0.0,12.0,81.0,24.0,39.3,-72.0
141.2189998626709,141.21799993515015,0.0,12.0,109.0,7.0,33.3,-55.7
161.21900010108948,161.2170000076294,0.0,7.0,24.0,6.0,15.0,-39.7
161.21000003814697,161.20900011062622,0.0,12.0,260.0,12.0,32.7,-59.3
141.27800011634827,141.27700018882751,0.0,7.0,31.0,52.0,24.7,-53.7
161.23099994659424,161.2300000190735,0.0,12.0,228.0,35.0,25.7,-52.0
161.74499988555908,161.7409999370575,0.0,18.0,87.0,58.0,51.3,-79.7
141.18300008773804,141.1800000667572,0.0,6.0,231.0,72.0,19.3,-52.3
161.20499992370605,161.19899988174438,0.0,9.0,123.0,24.0,30.0,-55.7
161.18300008773804,161.1819999217987,0.0,9.0,244.0,24.0,26.0,-56.7
121.14100003242493,121.14100003242493,0.0,6.0,109.0,71.0,40.7,-71.3
221.34800004959106,221.34800004959106,0.0,20.0,175.0,7.0,22.3,-21.7
121.1650002002716,121.16400003433228,0.0,7.0,85.0,60.0,37.0,-75.7
181.14999985694885,181.14999985694885,0.0,7.0,215.0,4.0,5.3,-21.0
141.18300008773804,141.17900013923645,0.0,6.0,164.0,51.0,13.3,-19.3
181.21099996566772,181.21099996566772,0.0,7.0,215.0,13.0,6.7,-24.0
141.2170000076294,141.21600008010864,0.0,12.0,109.0,37.0,40.7,-68.7
141.17400002479553,141.17400002479553,0.0,7.0,251.0,11.0,18.3,-53.3
141.3159999847412,141.3140001296997,0.0,12.0,295.0,52.0,40.0,-68.7
141.1710000038147,141.1710000038147,0.0,8.0,292.0,11.0,27.3,-52.3
141.16999983787537,141.16899991035461,0.0,6.0,231.0,32.0,12.7,-42.7
161.25099992752075,161.25,0.0,15.0,260.0,12.0,38.0,-60.0
141.18300008773804,141.17899990081787,0.0,7.0,91.0,60.0,38.3,-75.3
161.6139998435974,161.6119999885559,0.0,17.0,86.0,39.0,48.0,-77.7
161.20800018310547,161.20300006866455,0.0,12.0,169.0,11.0,15.7,-18.0
141.16499996185303,141.16400003433228,0.0,7.0,43.0,56.0,26.3,-60.3
161.49799990653992,161.49699997901917,0.0,14.0,21.0,60.0,32.0,-63.7
141.1949999332428,141.19400000572205,0.0,7.0,162.0,49.0,13.3,-21.7
161.1579999923706,161.1579999923706,0.0,7.0,219.0,11.0,6.7,-26.7
141.17900013923645,141.17799997329712,0.0,7.0,244.0,12.0,15.3,-48.0
161.1579999923706,161.1579999923706,0.0,6.0,174.0,2.0,5.3,-8.7
141.5590000152588,141.5590000152588,0.0,15.0,251.0,60.0,43.0,-75.0
141.15599989891052,141.15499997138977,0.0,7.0,68.0,10.0,27.0,-61.0
161.1949999332428,161.1949999332428,0.0,7.0,231.0,24.0,11.3,-41.0
161.356999874115,161.35599994659424,0.0,13.0,229.0,50.0,25.7,-57.3
181.28600001335144,181.28400015830994,0.0,15.0,259.0,10.0,36.3,-59.3
141.63399982452393,141.63399982452393,0.0,17.0,164.0,60.0,31.7,-45.3
181.49199986457825,181.48600006103516,0.0,14.0,24.0,60.0,32.3,-64.0
121.16799998283386,121.16699981689453,0.0,6.0,89.0,64.0,40.3,-75.0
141.32400012016296,141.32299995422363,0.0,12.0,83.0,56.0,44.0,-80.0
121.20100021362305,121.20000004768372,0.0,7.0,87.0,60.0,36.7,-75.0
141.17899990081787,141.17700004577637,0.0,7.0,235.0,27.0,13.3,-46.7
161.7300000190735,161.72300004959106,0.0,17.0,151.0,60.0,32.7,-50.0
141.1930000782013,141.1930000782013,0.0,6.0,95.0,3.0,31.7,-59.0
161.24699997901917,161.2409999370575,0.0,13.0,279.0,23.0,35.3,-62.7
161.19199991226196,161.1909999847412,0.0,8.0,250.0,24.0,27.0,-58.7
181.25899982452393,181.25799989700317,0.0,13.0,39.0,13.0,28.3,-48.0
141.17700004577637,141.17700004577637,0.0,9.0,58.0,23.0,30.0,-62.3
141.15499997138977,141.14800000190735,0.0,7.0,228.0,53.0,14.3,-48.7
181.2630000114441,181.2590000629425,0.0,14.0,254.0,12.0,28.7,-59.7
141.1710000038147,141.1710000038147,0.0,9.0,107.0,55.0,38.7,-71.3
141.1819999217987,141.17999982833862,0.0,8.0,58.0,24.0,30.0,-61.0
161.15100002288818,161.15100002288818,0.0,7.0,164.0,38.0,11.7,-17.7
181.19600009918213,181.19600009918213,0.0,10.0,36.0,12.0,27.0,-46.7
181.1619999408722,181.16100001335144,0.0,7.0,1.0,3.0,11.7,-32.0
121.15400004386902,121.15400004386902,0.0,7.0,97.0,59.0,39.7,-74.3
141.27900004386902,141.27500009536743,0.0,13.0,84.0,44.0,42.7,-78.3
141.18899989128113,141.18899989128113,0.0,9.0,30.0,78.0,33.0,-64.7
141.21600008010864,141.2150001525879,0.0,6.0,231.0,36.0,13.3,-44.0
161.15599989891052,161.1529998779297,0.0,7.0,212.0,33.0,11.3,-27.0
141.15199995040894,141.15100002288818,0.0,7.0,87.0,4.0,27.0,-60.3
141.16899991035461,141.16400003433228,0.0,7.0,151.0,60.0,18.0,-32.7
161.21099996566772,161.2079999446869,0.0,7.0,210.0,72.0,15.3,-38.7
161.21600008010864,161.2149999141693,0.0,12.0,99.0,4.0,35.3,-59.3
121.15000009536743,121.15000009536743,0.0,6.0,88.0,61.0,40.7,-74.7
141.19000005722046,141.18499994277954,0.0,7.0,231.0,35.0,13.7,-48.0
181.5349998474121,181.52300000190735,0.0,14.0,24.0,64.0,32.7,-65.0
121.17400002479553,121.16400003433228,0.0,6.0,91.0,59.0,40.3,-74.0
141.15700006484985,141.15400004386902,0.0,6.0,44.0,73.0,29.3,-62.3
161.17799997329712,161.17199993133545,0.0,8.0,25.0,56.0,30.0,-56.3
141.17499995231628,141.17400002479553,0.0,7.0,227.0,53.0,14.0,-48.3
161.2369999885559,161.231999874115,0.0,14.0,250.0,15.0,27.3,-59.7
161.1909999847412,161.18300008773804,0.0,7.0,154.0,11.0,6.7,-16.0
161.231999874115,161.22899985313416,0.0,10.0,59.0,14.0,33.7,-59.3
161.19900012016296,161.19799995422363,0.0,6.0,216.0,11.0,5.0,-23.7
141.1560001373291,141.1560001373291,0.0,7.0,43.0,56.0,26.3,-60.3
141.15599989891052,141.15499997138977,0.0,7.0,276.0,21.0,30.0,-60.3
161.15699982643127,161.15499997138977,0.0,7.0,149.0,36.0,15.7,-29.3
141.17400002479553,141.1729998588562,0.0,7.0,42.0,63.0,26.7,-62.3
181.1909999847412,181.1909999847412,0.0,7.0,171.0,4.0,4.7,-11.0
141.1690001487732,141.16799998283386,0.0,7.0,283.0,4.0,24.0,-53.0
141.17400002479553,141.17199993133545,0.0,7.0,244.0,23.0,18.7,-52.3
161.53399991989136,161.53399991989136,0.0,14.0,231.0,64.0,29.3,-64.7
161.15499997138977,161.1529998779297,0.0,6.0,231.0,24.0,10.7,-40.0
141.14199995994568,141.14100003242493,0.0,6.0,221.0,59.0,14.7,-40.0
181.22299981117249,181.22199988365173,0.0,13.0,226.0,17.0,19.7,-42.3
141.143000125885,141.14199995994568,0.0,6.0,231.0,48.0,15.7,-47.0
161.52099990844727,161.5090000629425,0.0,14.0,39.0,52.0,32.7,-67.3
141.14000010490417,141.14000010490417,0.0,6.0,212.0,26.0,9.0,-23.0
181.32200002670288,181.32100009918213,0.0,20.0,152.0,11.0,22.7,-28.0
161.17899990081787,161.17599987983704,0.0,7.0,219.0,4.0,5.7,-23.7
161.18899989128113,161.18899989128113,0.0,8.0,251.0,11.0,25.0,-54.7
161.17799997329712,161.17700004577637,0.0,7.0,170.0,58.0,14.3,-23.3
161.16299986839294,161.15899991989136,0.0,7.0,37.0,12.0,18.0,-45.0
161.26799988746643,161.26699995994568,0.0,12.0,219.0,39.0,23.0,-47.0
161.16299986839294,161.16299986839294,0.0,6.0,231.0,12.0,7.7,-39.0
161.14999985694885,161.14999985694885,0.0,6.0,216.0,23.0,8.3,-24.7
141.21799993515015,141.21799993515015,0.0,7.0,39.0,56.0,26.3,-57.3
121.15900015830994,121.1579999923706,0.0,7.0,104.0,60.0,39.3,-71.7
161.20800018310547,161.20800018310547,0.0,7.0,212.0,28.0,10.3,-24.7
141.1949999332428,141.1949999332428,0.0,7.0,231.0,36.0,13.7,-44.3
161.15400004386902,161.15400004386902,0.0,7.0,231.0,0.0,7.0,-34.3
141.15400004386902,141.15400004386902,0.0,7.0,113.0,59.0,36.7,-68.0
161.2130000591278,161.21099996566772,0.0,9.0,216.0,12.0,11.7,-27.3
161.22399997711182,161.22000002861023,0.0,7.0,212.0,57.0,13.7,-34.3
161.15899991989136,161.1579999923706,0.0,7.0,20.0,59.0,24.0,-51.0
161.20499992370605,161.2039999961853,0.0,7.0,1.0,27.0,17.0,-38.7
161.15699982643127,161.15599989891052,0.0,7.0,231.0,8.0,8.0,-37.7
181.48800015449524,181.48099994659424,0.0,15.0,20.0,41.0,37.3,-58.7
161.22900009155273,161.22699999809265,0.0,14.0,248.0,13.0,27.0,-55.0
201.3439998626709,201.3439998626709,0.0,20.0,84.0,0.0,36.7,-60.7
141.1840000152588,141.18299984931946,0.0,7.0,235.0,36.0,14.7,-49.3
141.15400004386902,141.15300011634827,0.0,7.0,91.0,20.0,33.3,-64.3
161.26199984550476,161.2519998550415,0.0,13.0,232.0,39.0,25.0,-58.0
121.16000008583069,121.15899991989136,0.0,7.0,85.0,38.0,34.7,-71.3
161.18299984931946,161.17400002479553,0.0,7.0,235.0,27.0,13.3,-46.7
141.20100021362305,141.1930000782013,0.0,7.0,235.0,36.0,14.7,-49.3
201.24399995803833,201.24300003051758,0.0,12.0,196.0,10.0,15.7,-20.3
161.23300004005432,161.23200011253357,0.0,12.0,231.0,7.0,17.7,-40.3
121.1470000743866,121.1470000743866,0.0,6.0,88.0,64.0,40.7,-74.0
181.17700004577637,181.17700004577637,0.0,7.0,220.0,10.0,6.7,-26.3
161.1449999809265,161.14400005340576,0.0,6.0,216.0,11.0,5.0,-23.7
121.18799996376038,121.18700003623962,0.0,7.0,112.0,60.0,38.0,-69.3
121.17900013923645,121.17600011825562,0.0,7.0,85.0,59.0,37.0,-75.7
181.68999981880188,181.68899989128113,0.0,17.0,144.0,67.0,41.0,-55.3
141.5199999809265,141.51899981498718,0.0,14.0,88.0,63.0,44.3,-80.0
161.393000125885,161.3880000114441,0.0,12.0,39.0,63.0,36.0,-68.7
141.17799997329712,141.17799997329712,0.0,7.0,235.0,75.0,17.7,-59.0
181.25500011444092,181.25500011444092,0.0,13.0,25.0,12.0,25.7,-43.3
161.1579999923706,161.15700006484985,0.0,7.0,219.0,52.0,13.7,-37.7
181.20300006866455,181.2020001411438,0.0,7.0,168.0,4.0,4.7,-10.3
121.14399981498718,121.14299988746643,0.0,6.0,88.0,52.0,39.3,-71.7
161.89199995994568,161.88399982452393,0.0,18.0,71.0,68.0,48.7,-78.3
141.42700004577637,141.42600011825562,0.0,13.0,87.0,64.0,44.7,-80.0
141.16299986839294,141.16299986839294,0.0,6.0,229.0,20.0,10.3,-38.7
161.1579999923706,161.1579999923706,0.0,7.0,295.0,11.0,24.7,-51.0
141.1380000114441,141.13700008392334,0.0,6.0,280.0,52.0,34.3,-66.7
161.17400002479553,161.17400002479553,0.0,7.0,219.0,11.0,6.7,-26.7
161.16300010681152,161.16300010681152,0.0,7.0,164.0,11.0,7.0,-13.7
161.24199986457825,161.2409999370575,0.0,13.0,90.0,13.0,37.3,-66.0
141.17700004577637,141.17000007629395,0.0,7.0,84.0,39.0,35.7,-73.0
141.15199995040894,141.1509997844696,0.0,7.0,223.0,51.0,14.0,-44.3
161.18099999427795,161.17999982833862,0.0,7.0,230.0,7.0,7.3,-36.3
121.15300011634827,121.15200018882751,0.0,7.0,85.0,37.0,34.7,-71.0
161.17799997329712,161.17799997329712,0.0,7.0,148.0,10.0,10.7,-24.0
141.14800000190735,141.14800000190735,0.0,6.0,216.0,32.0,10.3,-28.0
141.20300006866455,141.1930000782013,0.0,6.0,103.0,9.0,30.3,-58.0
141.1670000553131,141.1670000553131,0.0,8.0,38.0,60.0,33.3,-61.3
181.68500018119812,181.68200016021729,0.0,17.0,9.0,55.0,37.7,-60.7
121.15499997138977,121.15300011634827,0.0,7.0,84.0,68.0,38.0,-78.0
141.1529998779297,141.1529998779297,0.0,7.0,154.0,52.0,13.3,-25.7
161.2300000190735,161.22599983215332,0.0,7.0,43.0,12.0,18.0,-48.7
141.18600010871887,141.18500018119812,0.0,7.0,48.0,54.0,29.0,-63.0
161.47599983215332,161.47499990463257,0.0,13.0,88.0,56.0,44.0,-81.0
121.15299987792969,121.15299987792969,0.0,7.0,77.0,71.0,37.7,-76.3
141.18300008773804,141.18099999427795,0.0,7.0,85.0,11.0,28.3,-62.3
141.1579999923706,141.15699982643127,0.0,7.0,231.0,59.0,15.3,-52.0
141.17300009727478,141.17200016975403,0.0,7.0,43.0,33.0,24.3,-54.7
141.15199995040894,141.15100002288818,0.0,6.0,40.0,39.0,22.0,-53.0
141.1470000743866,141.1449999809265,0.0,6.0,171.0,43.0,11.3,-17.3
181.2539999485016,181.2539999485016,0.0,13.0,39.0,12.0,28.3,-49.3
141.20600008964539,141.20600008964539,0.0,7.0,235.0,43.0,15.0,-52.3
161.18600010871887,161.17499995231628,0.0,7.0,171.0,45.0,12.7,-20.0
161.40199995040894,161.39599990844727,0.0,15.0,40.0,40.0,39.0,-65.3
161.16100001335144,161.1600000858307,0.0,6.0,36.0,4.0,17.3,-42.0
161.16799998283386,161.16200017929077,0.0,7.0,216.0,11.0,6.3,-24.0
141.20100021362305,141.19600009918213,0.0,8.0,219.0,59.0,20.7,-44.0
141.4300000667572,141.4300000667572,0.0,13.0,105.0,47.0,43.7,-74.0
141.21799993515015,141.21799993515015,0.0,9.0,84.0,71.0,40.0,-80.7
141.17500019073486,141.17200016975403,0.0,8.0,39.0,63.0,33.7,-62.3
141.15199995040894,141.15100002288818,0.0,7.0,232.0,20.0,10.7,-42.0
161.21900010108948,161.2170000076294,0.0,6.0,219.0,4.0,5.3,-23.3
181.57099986076355,181.5699999332428,0.0,15.0,23.0,58.0,39.7,-63.0
141.14800000190735,141.1470000743866,0.0,6.0,229.0,20.0,10.3,-38.7
141.17499995231628,141.16999983787537,0.0,6.0,228.0,4.0,7.3,-31.7
161.2409999370575,161.23599982261658,0.0,12.0,232.0,28.0,24.3,-51.3
181.23399996757507,181.2300000190735,0.0,12.0,30.0,12.0,22.3,-45.0
161.44500017166138,161.44500017166138,0.0,13.0,39.0,56.0,35.7,-65.0
141.24199986457825,141.2409999370575,0.0,8.0,36.0,71.0,33.7,-61.7
121.15700006484985,121.1489999294281,0.0,7.0,75.0,59.0,36.0,-75.0
181.23300004005432,181.22800016403198,0.0,12.0,37.0,11.0,24.7,-46.3
161.7460000514984,161.74500012397766,0.0,18.0,87.0,52.0,52.0,-79.7
141.16999983787537,141.16699981689453,0.0,7.0,166.0,44.0,12.3,-20.3
161.1839997768402,161.1839997768402,0.0,9.0,107.0,6.0,28.7,-56.0
141.18099999427795,141.17700004577637,0.0,7.0,23.0,75.0,25.7,-55.3
181.2590000629425,181.25699996948242,0.0,13.0,170.0,39.0,24.7,-31.0
181.22899985313416,181.22899985313416,0.0,13.0,216.0,24.0,20.3,-38.3
201.83899998664856,201.83799982070923,0.0,20.0,27.0,51.0,38.3,-64.7
141.15199995040894,141.15000009536743,0.0,6.0,39.0,63.0,27.0,-58.0
161.5039999485016,161.49900007247925,0.0,15.0,251.0,41.0,41.7,-72.7
161.4229998588562,161.4229998588562,0.0,13.0,33.0,55.0,35.0,-65.3
161.15399980545044,161.1529998779297,0.0,6.0,167.0,8.0,5.3,-10.7
121.18499994277954,121.17899990081787,0.0,9.0,85.0,75.0,41.0,-80.7
141.17700004577637,141.17300009727478,0.0,7.0,84.0,7.0,29.0,-63.0
161.18800020217896,161.1840000152588,0.0,6.0,214.0,12.0,5.0,-21.7
141.15199995040894,141.15000009536743,0.0,7.0,106.0,39.0,37.0,-67.0
161.7869999408722,161.7869999408722,0.0,20.0,84.0,37.0,48.0,-79.0
141.1710000038147,141.16200017929077,0.0,7.0,234.0,23.0,11.7,-43.3
181.28200006484985,181.27600002288818,0.0,14.0,46.0,20.0,27.0,-58.7
141.17600011825562,141.17500019073486,0.0,7.0,39.0,52.0,25.7,-57.3
141.17499995231628,141.17499995231628,0.0,6.0,216.0,75.0,16.3,-39.3
141.17899990081787,141.17899990081787,0.0,7.0,235.0,37.0,14.7,-50.3
121.18099999427795,121.17999982833862,0.0,8.0,122.0,59.0,38.0,-65.3
121.14900016784668,121.14499998092651,0.0,6.0,84.0,71.0,40.0,-75.7
161.2039999961853,161.2039999961853,0.0,6.0,24.0,10.0,14.0,-39.7
181.17000007629395,181.16100001335144,0.0,7.0,216.0,0.0,5.3,-20.7
141.15100002288818,141.15000009536743,0.0,7.0,49.0,11.0,20.7,-51.3
161.16899991035461,161.16899991035461,0.0,7.0,215.0,27.0,10.3,-26.0
141.1819999217987,141.17799997329712,0.0,7.0,219.0,51.0,13.7,-38.0
201.4800000190735,201.4779999256134,0.0,14.0,16.0,43.0,29.7,-56.7
161.5199999809265,161.5199999809265,0.0,14.0,228.0,76.0,28.0,-63.7
141.20700001716614,141.20600008964539,0.0,7.0,43.0,68.0,27.3,-63.0
201.25400018692017,201.25400018692017,0.0,14.0,120.0,1.0,27.7,-48.0
141.14600014686584,141.1449999809265,0.0,6.0,203.0,52.0,12.3,-24.0
161.16499996185303,161.15899991989136,0.0,7.0,70.0,4.0,25.7,-61.7
201.79699993133545,201.7960000038147,0.0,20.0,230.0,38.0,35.0,-61.0
161.15400004386902,161.15400004386902,0.0,7.0,84.0,0.0,28.0,-60.0
161.16499996185303,161.16400003433228,0.0,6.0,235.0,20.0,11.7,-43.0
161.22499990463257,161.22399997711182,0.0,7.0,228.0,63.0,15.3,-50.3
161.1819999217987,161.1819999217987,0.0,9.0,108.0,27.0,32.3,-65.0
181.17899990081787,181.17799997329712,0.0,7.0,148.0,52.0,18.0,-34.7
201.3090000152588,201.30800008773804,0.0,15.0,235.0,37.0,33.7,-62.0
161.20699977874756,161.2059998512268,0.0,7.0,43.0,14.0,19.3,-49.0
181.19400000572205,181.19400000572205,0.0,7.0,148.0,59.0,19.0,-38.7
201.2460000514984,201.24500012397766,0.0,13.0,231.0,4.0,19.0,-40.7
141.19400000572205,141.1930000782013,0.0,7.0,87.0,52.0,36.3,-74.3
161.15400004386902,161.15400004386902,0.0,7.0,292.0,4.0,23.7,-49.3
161.1800000667572,161.1800000667572,0.0,7.0,235.0,20.0,11.7,-44.7
161.1489999294281,161.1489999294281,0.0,6.0,313.0,11.0,22.7,-43.3
141.2020001411438,141.20099997520447,0.0,7.0,88.0,4.0,27.3,-61.0
141.16800022125244,141.16800022125244,0.0,6.0,170.0,56.0,14.0,-19.7
141.21399998664856,141.2130000591278,0.0,8.0,84.0,44.0,34.7,-75.7
161.22199988365173,161.22199988365173,0.0,7.0,12.0,36.0,18.7,-44.7
161.17499995231628,161.17400002479553,0.0,7.0,148.0,52.0,18.0,-34.7
161.34300017356873,161.3420000076294,0.0,14.0,144.0,41.0,28.0,-51.3
141.20700001716614,141.2039999961853,0.0,10.0,43.0,79.0,39.7,-69.0
161.19400000572205,161.18799996376038,0.0,7.0,0.0,35.0,17.7,-42.0
161.25300002098083,161.25300002098083,0.0,14.0,235.0,40.0,28.3,-61.7
