Total Time(s),Time_o1(s),Time_o2(s),var1,var2,var3,o1,o2
202.1159999370575,202.1159999370575,0.0,20.0,0.0,53.0,36.7,-58.7
161.3109998703003,161.3109998703003,0.0,7.0,285.0,13.0,26.0,-53.0
201.92799997329712,201.9269998073578,0.0,19.0,9.0,65.0,35.3,-56.7
161.20600008964539,161.2020001411438,0.0,9.0,247.0,29.0,27.7,-60.0
161.16899991035461,161.16899991035461,0.0,13.0,97.0,5.0,37.0,-59.7
161.1380000114441,161.13499999046326,0.0,9.0,241.0,35.0,26.3,-57.3
141.08699989318848,141.07999992370605,0.0009999275207519531,7.0,61.0,25.0,30.0,-63.0
181.3360002040863,181.33500003814697,0.0,15.0,299.0,45.0,43.7,-66.7
141.05800008773804,141.05800008773804,0.0,7.0,93.0,25.0,35.3,-67.3
161.02100014686584,161.01500010490417,0.0,7.0,133.0,7.0,18.3,-40.7
181.3619999885559,181.36100006103516,0.0,15.0,145.0,67.0,37.7,-56.0
181.0,181.0,0.0,7.0,183.0,13.0,8.0,-13.0
160.98499989509583,160.98399996757507,0.0,7.0,233.0,17.0,10.0,-42.3
141.03700017929077,141.03700017929077,0.0,9.0,71.0,37.0,33.7,-72.7
161.00999999046326,161.00300002098083,0.0,7.0,45.0,9.0,19.3,-49.0
160.94600009918213,160.94400000572205,0.0,6.0,213.0,0.0,4.3,-19.0
160.94899988174438,160.94899988174438,0.0,6.0,314.0,9.0,22.7,-42.3
160.98399996757507,160.98399996757507,0.0,11.0,35.0,49.0,37.0,-60.3
160.97900009155273,160.97900009155273,0.0,9.0,314.0,17.0,27.0,-45.7
180.99399995803833,180.99000000953674,0.0,11.0,181.0,27.0,19.7,-22.0
180.93099999427795,180.92700004577637,0.0,9.0,145.0,15.0,19.7,-32.3
160.94900012016296,160.94900012016296,0.0,7.0,209.0,13.0,7.3,-19.3
160.95099997520447,160.95099997520447,0.0,9.0,137.0,59.0,34.3,-55.0
161.3639998435974,161.3639998435974,0.0,15.0,73.0,73.0,48.7,-80.7
161.0680000782013,161.06700015068054,0.0,13.0,107.0,7.0,37.0,-58.0
160.96099996566772,160.96000003814697,0.0,6.0,233.0,17.0,9.7,-40.0
141.00699996948242,141.00099992752075,0.0,6.0,95.0,13.0,32.0,-61.7
180.90400004386902,180.90400004386902,0.0,6.0,191.0,0.0,4.0,-6.7
181.2039999961853,181.20300006866455,0.0,13.0,27.0,71.0,34.7,-65.3
187.36699986457825,187.36699986457825,0.0,7.0,229.0,13.0,8.3,-35.7
160.91799998283386,160.91799998283386,0.0,6.0,241.0,0.0,11.0,-42.7
141.00699996948242,141.00699996948242,0.0,9.0,115.0,33.0,32.3,-62.3
200.92300009727478,200.92300009727478,0.0,6.0,205.0,0.0,4.0,-13.3
141.1529998779297,141.15199995040894,0.0,11.0,95.0,63.0,47.3,-78.7
161.09599995613098,161.09500002861023,0.0,11.0,97.0,55.0,46.0,-77.7
141.98100018501282,141.9800000190735,0.0,9.0,97.0,45.0,36.7,-75.7
227.2350001335144,227.23100018501282,0.0,13.0,197.0,3.0,16.7,-18.0
162.55999994277954,162.5590000152588,0.0,9.0,127.0,35.0,31.3,-57.3
200.96799993515015,200.96799993515015,0.0,11.0,37.0,29.0,34.7,-55.7
201.0369999408722,201.03600001335144,0.0,11.0,189.0,31.0,20.3,-23.7
200.92400002479553,200.92300009727478,0.0,7.0,189.0,9.0,7.0,-12.3
181.3090000152588,181.3090000152588,0.0,7.0,139.0,23.0,21.3,-39.3
161.30799984931946,161.30799984931946,0.0,6.0,314.0,7.0,22.7,-42.7
201.5220000743866,201.5220000743866,0.0,15.0,219.0,59.0,32.0,-56.0
141.14999985694885,141.14999985694885,0.0,9.0,59.0,43.0,34.3,-69.7
161.01900005340576,161.01900005340576,0.0,7.0,231.0,15.0,9.3,-38.3
161.07299995422363,161.0680000782013,0.0,9.0,314.0,17.0,27.0,-45.7
161.42600011825562,161.42600011825562,0.0,11.0,245.0,39.0,38.3,-64.7
161.37999987602234,161.37999987602234,0.0,6.0,267.0,0.0,25.7,-52.0
161.2079999446869,161.20700001716614,0.0,9.0,277.0,27.0,29.3,-62.7
161.49200010299683,161.49200010299683,0.0,15.0,314.0,63.0,44.7,-64.7
181.03900003433228,181.03800010681152,0.0,7.0,173.0,13.0,7.3,-14.0
161.25500011444092,161.25200009346008,0.0,13.0,227.0,49.0,25.0,-58.0
161.518000125885,161.51699995994568,0.0,13.0,93.0,69.0,46.3,-80.3
161.39400005340576,161.393000125885,0.0,7.0,267.0,25.0,30.7,-62.7
201.65300011634827,201.65300011634827,0.0,19.0,47.0,33.0,37.3,-68.3
181.15700006484985,181.1560001373291,0.0,7.0,195.0,13.0,8.0,-13.7
161.0590000152588,161.05799984931946,0.0,9.0,314.0,15.0,26.7,-44.3
181.01600003242493,181.0149998664856,0.0,7.0,137.0,9.0,18.0,-37.0
181.0239999294281,181.0239999294281,0.0,9.0,205.0,23.0,13.7,-24.0
181.0,181.0,0.0,7.0,0.0,5.0,11.7,-34.0
161.03800010681152,161.03800010681152,0.0,13.0,99.0,37.0,42.7,-73.7
160.97000002861023,160.97000002861023,0.0,7.0,229.0,0.0,6.7,-32.3
160.94900012016296,160.9480001926422,0.0,6.0,271.0,0.0,25.3,-53.3
160.95499992370605,160.9539999961853,0.0,6.0,229.0,23.0,10.7,-38.0
181.54500007629395,181.5440001487732,0.0,6.0,181.0,0.0,4.3,-7.3
201.9779999256134,201.9779999256134,0.0,11.0,207.0,19.0,16.0,-26.7
161.29199981689453,161.29199981689453,0.0,7.0,261.0,27.0,30.7,-63.0
161.69400000572205,161.69400000572205,0.0,15.0,314.0,79.0,45.3,-66.3
181.17900013923645,181.17799997329712,0.0,11.0,203.0,45.0,23.3,-37.0
181.0350000858307,181.0350000858307,0.0,7.0,0.0,9.0,12.0,-34.7
180.9909999370575,180.9909999370575,0.0,6.0,233.0,0.0,7.7,-35.7
181.02099990844727,181.02099990844727,0.0,7.0,0.0,3.0,11.7,-31.7
141.28799986839294,141.2869999408722,0.0,13.0,83.0,65.0,44.3,-80.3
160.981999874115,160.981999874115,0.0,6.0,311.0,0.0,22.7,-41.3
141.0369999408722,141.03600001335144,0.0,6.0,279.0,25.0,28.7,-57.3
180.93799996376038,180.93799996376038,0.0,6.0,0.0,7.0,12.0,-32.7
181.61100006103516,181.61100006103516,0.0,7.0,0.0,3.0,11.7,-31.7
181.8090000152588,181.8090000152588,0.0,6.0,314.0,1.0,22.3,-41.0
141.29099988937378,141.29099988937378,0.0,6.0,269.0,0.0,26.0,-53.0
181.33200001716614,181.33200001716614,0.0,9.0,149.0,41.0,24.0,-35.7
161.09100008010864,161.0899999141693,0.0,6.0,273.0,0.0,25.3,-53.3
181.06499981880188,181.06499981880188,0.0,7.0,205.0,7.0,6.3,-16.0
161.2170000076294,161.21600008010864,0.0,13.0,279.0,49.0,38.7,-73.7
161.0199999809265,161.01900005340576,0.0009999275207519531,7.0,275.0,1.0,25.3,-53.3
180.9630000591278,180.9630000591278,0.0,7.0,199.0,17.0,8.7,-15.7
161.0369999408722,161.0369999408722,0.0,11.0,159.0,23.0,18.3,-24.0
161.00800013542175,161.00800013542175,0.0,7.0,259.0,27.0,29.3,-61.0
181.45499992370605,181.4539999961853,0.0,15.0,129.0,79.0,44.3,-68.0
181.60800004005432,181.60800004005432,0.0,15.0,23.0,73.0,40.0,-64.3
221.69900012016296,221.69799995422363,0.0,13.0,197.0,57.0,27.0,-44.0
201.9850001335144,201.9850001335144,0.0,19.0,0.0,79.0,35.7,-56.3
161.20500016212463,161.20500016212463,0.0,7.0,155.0,1.0,4.7,-13.3
181.21099996566772,181.21099996566772,0.0,11.0,139.0,39.0,39.7,-52.0
181.114000082016,181.114000082016,0.0,7.0,257.0,13.0,24.0,-55.3
181.18499994277954,181.1840000152588,0.0,11.0,314.0,21.0,33.3,-50.7
161.08200001716614,161.08200001716614,0.0,9.0,269.0,19.0,28.3,-60.0
161.08700013160706,161.08599996566772,0.0,9.0,125.0,27.0,30.0,-55.0
161.03900003433228,161.03900003433228,0.0,7.0,267.0,7.0,26.7,-55.7
181.0239999294281,181.0239999294281,0.0,9.0,225.0,15.0,14.3,-35.7
161.1710000038147,161.1710000038147,0.0,9.0,123.0,25.0,30.0,-54.3
181.44599986076355,181.4409999847412,0.0,9.0,301.0,15.0,28.0,-51.7
181.39100003242493,181.39100003242493,0.0,7.0,233.0,0.0,7.0,-37.0
161.52900004386902,161.52900004386902,0.0,13.0,243.0,49.0,32.7,-70.3
161.23399996757507,161.23300004005432,0.0,9.0,271.0,9.0,27.0,-56.0
181.24000000953674,181.2389998435974,0.0,7.0,209.0,19.0,8.7,-21.7
221.59599995613098,221.59100008010864,0.0,15.0,189.0,79.0,35.0,-46.7
161.09100008010864,161.09100008010864,0.0,7.0,243.0,21.0,17.0,-51.7
161.07200002670288,161.07200002670288,0.0,6.0,251.0,0.0,20.0,-48.7
161.03600001335144,161.0349998474121,0.0,6.0,255.0,5.0,23.7,-51.7
161.04800009727478,161.04800009727478,0.0,6.0,301.0,0.0,23.0,-45.0
201.16499996185303,201.16499996185303,0.0,20.0,123.0,21.0,39.7,-59.7
161.6309998035431,161.62999987602234,0.0,17.0,314.0,79.0,47.3,-64.7
161.0220000743866,161.02099990844727,0.0,6.0,241.0,11.0,11.3,-44.7
161.010999917984,161.010999917984,0.0,6.0,209.0,21.0,8.3,-21.0
141.07599997520447,141.07500004768372,0.0,9.0,77.0,57.0,39.3,-77.7
160.99799990653992,160.99799990653992,0.0,7.0,314.0,19.0,24.0,-46.3
160.98600006103516,160.981999874115,0.0,7.0,314.0,25.0,26.0,-47.0
180.9720001220703,180.9720001220703,0.0,7.0,223.0,3.0,6.0,-28.0
161.07299995422363,161.07299995422363,0.0,9.0,123.0,41.0,34.3,-62.0
161.0590000152588,161.0590000152588,0.0,11.0,97.0,41.0,43.7,-74.3
181.34999990463257,181.34999990463257,0.0,15.0,221.0,65.0,34.0,-57.3
161.14000010490417,161.14000010490417,0.0,11.0,17.0,79.0,36.3,-62.3
161.25200009346008,161.25200009346008,0.0,13.0,163.0,55.0,27.0,-40.0
160.99000000953674,160.99000000953674,0.0,9.0,61.0,11.0,28.3,-58.0
180.96999979019165,180.96999979019165,0.0,7.0,219.0,0.0,5.7,-23.7
161.27500009536743,161.2739999294281,0.0,15.0,267.0,41.0,46.7,-74.0
180.94400000572205,180.9430000782013,0.0,6.0,183.0,0.0,4.0,-7.0
161.08300018310547,161.08300018310547,0.0,13.0,63.0,45.0,38.3,-75.3
181.00099992752075,181.0,0.0,11.0,297.0,0.0,30.7,-46.0
180.99699997901917,180.99599981307983,0.0,11.0,0.0,35.0,27.7,-47.0
121.00200009346008,121.00200009346008,0.0,6.0,101.0,49.0,37.3,-70.0
180.9449999332428,180.94400000572205,0.0,6.0,0.0,0.0,11.7,-29.3
180.9689998626709,180.9689998626709,0.0,7.0,257.0,11.0,23.7,-56.3
160.9670000076294,160.96600008010864,0.0,7.0,245.0,23.0,19.0,-53.3
141.0090000629425,141.00799989700317,0.0,7.0,39.0,53.0,26.0,-58.0
161.02300000190735,161.02300000190735,0.0,6.0,221.0,15.0,6.7,-27.3
181.44799995422363,181.4469997882843,0.0,15.0,0.0,75.0,37.7,-59.7
180.95700001716614,180.95700001716614,0.0,7.0,213.0,5.0,5.7,-20.0
180.95500016212463,180.9539999961853,0.0,7.0,187.0,9.0,7.0,-11.3
200.9319999217987,200.92900013923645,0.0,7.0,187.0,7.0,6.3,-12.0
161.07399988174438,161.06900000572205,0.0,11.0,125.0,33.0,38.3,-58.7
160.95499992370605,160.9539999961853,0.0,6.0,301.0,0.0,23.0,-45.0
161.26400017738342,161.2630000114441,0.0,13.0,57.0,63.0,41.0,-75.0
180.98099994659424,180.9799997806549,0.0,9.0,0.0,11.0,18.3,-37.0
180.95900011062622,180.95800018310547,0.0,7.0,219.0,11.0,6.7,-26.7
160.97399997711182,160.97300004959106,0.0,7.0,241.0,11.0,12.3,-47.0
161.02800011634827,161.02700018882751,0.0,9.0,247.0,11.0,24.0,-52.3
181.0039999485016,181.0039999485016,0.0,9.0,175.0,37.0,18.3,-20.7
160.9800000190735,160.9779999256134,0.0,6.0,149.0,19.0,16.3,-22.7
181.05999994277954,181.0590000152588,0.0,11.0,205.0,39.0,21.7,-34.0
181.6489999294281,181.6489999294281,0.0,19.0,71.0,69.0,47.0,-79.0
161.62400007247925,161.62400007247925,0.0,17.0,314.0,79.0,47.3,-64.7
160.97100019454956,160.97000002861023,0.0,7.0,243.0,13.0,14.3,-49.3
160.97900009155273,160.9779999256134,0.0,7.0,251.0,21.0,21.3,-56.7
160.96799993515015,160.96799993515015,0.0,7.0,314.0,5.0,20.7,-43.0
180.94400000572205,180.94400000572205,0.0,7.0,197.0,7.0,6.3,-12.0
161.07000017166138,161.06900000572205,0.0,11.0,303.0,49.0,42.0,-63.3
161.0239999294281,161.02300000190735,0.0,7.0,57.0,3.0,23.0,-54.0
180.93099999427795,180.9300000667572,0.0,6.0,235.0,11.0,8.7,-41.7
180.96399998664856,180.9630000591278,0.0,9.0,167.0,19.0,12.7,-18.0
160.98600006103516,160.98499989509583,0.0,6.0,297.0,0.0,25.0,-48.0
160.96399998664856,160.96399998664856,0.0,7.0,314.0,49.0,28.3,-54.0
161.12800002098083,161.12800002098083,0.0,11.0,49.0,61.0,43.3,-70.7
161.02099990844727,161.0199999809265,0.0,11.0,61.0,31.0,41.0,-68.3
161.0569999217987,161.05599999427795,0.0,9.0,257.0,39.0,31.3,-67.7
160.99500012397766,160.99500012397766,0.0,7.0,0.0,57.0,21.0,-47.0
141.0400002002716,141.03900003433228,0.0,7.0,269.0,35.0,32.3,-65.0
181.4779999256134,181.4779999256134,0.0,15.0,49.0,75.0,44.0,-74.3
181.54100012779236,181.54100012779236,0.0,19.0,147.0,45.0,35.3,-50.3
141.32999992370605,141.3289999961853,0.0,13.0,101.0,71.0,46.7,-79.0
160.96900010108948,160.96900010108948,0.0,6.0,314.0,0.0,22.0,-40.7
181.018000125885,181.018000125885,0.0,13.0,149.0,0.0,17.7,-22.7
180.96000003814697,180.96000003814697,0.0,9.0,167.0,35.0,17.0,-21.7
141.28099989891052,141.28099989891052,0.0,13.0,69.0,65.0,42.3,-80.3
200.91799998283386,200.9170000553131,0.0,7.0,189.0,0.0,4.7,-10.7
160.95899987220764,160.9579999446869,0.0,6.0,249.0,9.0,19.3,-49.7
160.96799993515015,160.9670000076294,0.0,7.0,314.0,11.0,22.3,-43.7
141.03800010681152,141.03800010681152,0.0,9.0,71.0,45.0,35.7,-75.0
180.93700003623962,180.9340000152588,0.0,7.0,249.0,15.0,17.3,-53.3
161.010999917984,161.00999999046326,0.0,7.0,257.0,25.0,27.3,-61.0
161.01399993896484,161.01399993896484,0.0,11.0,314.0,43.0,38.3,-59.3
141.00999999046326,141.00999999046326,0.0,9.0,265.0,61.0,35.7,-74.0
141.10899996757507,141.10899996757507,0.0,11.0,81.0,59.0,45.3,-80.0
161.49700021743774,161.49700021743774,0.0,17.0,111.0,49.0,49.3,-73.7
180.9869999885559,180.98600006103516,0.0,11.0,211.0,49.0,23.3,-43.3
181.07500004768372,181.07200002670288,0.0,17.0,314.0,15.0,39.3,-50.0
160.97699999809265,160.9760000705719,0.0,7.0,253.0,29.0,25.3,-61.3
200.9170000553131,200.9170000553131,0.0,7.0,205.0,0.0,5.3,-14.0
221.17300009727478,221.17200016975403,0.0,13.0,191.0,55.0,27.3,-41.0
140.97399997711182,140.97399997711182,0.0,6.0,314.0,23.0,26.0,-44.0
181.17400002479553,181.17400002479553,0.0,11.0,191.0,65.0,28.3,-40.0
141.01699995994568,141.01600003242493,0.0,6.0,281.0,75.0,37.0,-68.3
161.1840000152588,161.1840000152588,0.0,13.0,147.0,47.0,28.0,-47.3
161.02999997138977,161.02899980545044,0.0,11.0,131.0,47.0,42.0,-59.7
161.17700004577637,161.17700004577637,0.0,11.0,239.0,79.0,42.7,-71.0
181.56200003623962,181.56200003623962,0.0,17.0,17.0,79.0,41.0,-62.7
160.95899987220764,160.9579999446869,0.0,6.0,231.0,9.0,7.3,-35.3
160.96099996566772,160.96099996566772,0.0,7.0,225.0,39.0,12.3,-39.3
160.98799991607666,160.98600006103516,0.0,7.0,249.0,15.0,17.3,-53.3
140.98399996757507,140.98399996757507,0.0,7.0,273.0,13.0,27.0,-56.7
161.24399995803833,161.24199986457825,0.0,13.0,261.0,51.0,38.7,-73.7
180.9720001220703,180.96600008010864,0.0,6.0,205.0,0.0,4.0,-13.3
161.00699996948242,161.00300002098083,0.0,9.0,314.0,9.0,25.0,-42.3
141.1930000782013,141.1930000782013,0.0,11.0,89.0,67.0,48.3,-79.3
160.99300003051758,160.99199986457825,0.0,9.0,61.0,41.0,34.3,-69.7
221.1560001373291,221.15499997138977,0.0,20.0,0.0,5.0,24.3,-36.0
180.92499995231628,180.92499995231628,0.0,6.0,211.0,0.0,4.3,-17.0
160.9760000705719,160.97500014305115,0.0,6.0,285.0,19.0,26.7,-56.0
161.00200009346008,161.00099992752075,0.0,6.0,127.0,11.0,18.3,-47.0
180.96900010108948,180.96799993515015,0.0,9.0,223.0,7.0,12.7,-30.7
180.97099995613098,180.97099995613098,0.0,9.0,0.0,35.0,23.0,-43.3
161.74199986457825,161.7409999370575,0.0,19.0,147.0,79.0,37.3,-51.3
160.9649999141693,160.9649999141693,0.0,7.0,143.0,37.0,20.3,-39.0
160.98499989509583,160.98499989509583,0.0,6.0,221.0,0.0,5.0,-24.0
161.05200004577637,161.05200004577637,0.0,11.0,303.0,39.0,41.0,-60.0
201.0770001411438,201.0770001411438,0.0,17.0,1.0,31.0,33.0,-50.3
180.93700003623962,180.93600010871887,0.0,7.0,221.0,13.0,7.0,-27.7
141.00899982452393,141.00799989700317,0.0,6.0,265.0,43.0,32.7,-65.0
180.97300004959106,180.9720001220703,0.0,7.0,219.0,5.0,6.0,-25.0
141.34500002861023,141.34400010108948,0.0,13.0,63.0,65.0,41.3,-79.0
161.29299998283386,161.29199981689453,0.0,13.0,155.0,61.0,27.3,-45.3
180.9630000591278,180.96200013160706,0.0,9.0,177.0,41.0,19.0,-24.0
180.9390001296997,180.9390001296997,0.0,7.0,165.0,9.0,6.3,-11.3
141.19900012016296,141.19700002670288,0.0,11.0,81.0,69.0,47.3,-81.0
180.96799993515015,180.96799993515015,0.0,7.0,175.0,7.0,5.7,-12.0
160.97000002861023,160.97000002861023,0.0,6.0,314.0,0.0,22.0,-40.7
161.50699996948242,161.50699996948242,0.0,15.0,255.0,79.0,45.7,-77.0
160.96399998664856,160.96399998664856,0.0,7.0,287.0,23.0,29.3,-57.7
181.00400018692017,181.00400018692017,0.0,7.0,185.0,0.0,4.7,-10.0
160.99100017547607,160.99100017547607,0.0,7.0,225.0,13.0,7.7,-32.7
160.98400020599365,160.98400020599365,0.0,9.0,121.0,21.0,29.7,-55.7
141.05200004577637,141.05099987983704,0.0,9.0,71.0,47.0,36.3,-75.7
161.00999999046326,161.0090000629425,0.0,11.0,271.0,29.0,37.3,-68.0
180.9670000076294,180.9670000076294,0.0,7.0,237.0,9.0,9.3,-43.3
160.98399996757507,160.98399996757507,0.0,9.0,293.0,13.0,28.0,-53.7
180.9579999446869,180.9579999446869,0.0,7.0,185.0,0.0,4.7,-10.0
141.02900004386902,141.02900004386902,0.0,7.0,263.0,37.0,31.7,-66.3
140.9909999370575,140.9909999370575,0.0,7.0,263.0,31.0,31.3,-63.0
141.0059998035431,141.00499987602234,0.0,9.0,79.0,27.0,32.0,-71.7
161.05700016021729,161.05700016021729,0.0,11.0,0.0,59.0,32.3,-56.7
180.9740002155304,180.97300004959106,0.0,9.0,219.0,29.0,16.3,-36.0
181.0110001564026,181.0110001564026,0.0,11.0,175.0,55.0,26.0,-33.7
161.00099992752075,161.00099992752075,0.0,9.0,0.0,79.0,31.3,-56.7
